,username,location,text
4936,norakatekeefe,"Washington, DC","""The Not Ready for Prime Time Republicans. The problem with Mehmet Oz, Herschel Walker and Blake Masters isn’t that they’re inexperienced. It’s their crazy ideas and their association with Trump."" #PASEN #GASEN #AZSEN https://t.co/149Mg90HFt"
4937,dabbs346,dc via chicago and oklahoma,"""Mehmet Oz is discovering that peddling quack conservatism to Pennsylvania’s voters is much harder than peddling quack medicine to a credulous television audience—especially when you’re from New Jersey."" #pasen https://t.co/A7t1m0u7th"
4938,jackpandol,"Alexandria, VA",This advertisement paid for by: mommy and daddy's five-figure allowance https://t.co/4mRMGwDXss #pasen https://t.co/6NVhQICyNk https://t.co/oY0JO9Xu7s
4939,dabbs346,dc via chicago and oklahoma,"From @WSJ opinion pages: The Not Ready for Prime Time Republicans #azsen #gasen #pasen #ohsen 

https://t.co/n2IhYyIkaM https://t.co/Wpakl1ERPy"
4940,dscc,,"Mehmet Oz is a carpetbagging scam artist from New Jersey. 
John Fetterman is a hometown kid who will always put Pennsylvanians first. 
We’re with @JohnFetterman. #PASen https://t.co/DiLp6k3PhR"
4941,JohnHunt07,"Needham, MA","Save this for @OldTakesExposed ✍️ but I think after hundreds of millions of dollars spent, exactly one Senate seat flips parties in November, #PASen"
4942,DrSaketDuggal,"Hallandale Beach, FL","In addition, the good congressman forgot to note that Fetterman pulled a gun on the Black man (who did nothing wrong). #pasen https://t.co/AleRpS2p04"
4943,TheJack91,"Philadelphia, PA",Oz is so completely out of touch with real Pennsylvanians. We cannot afford to have him represent us in Washington. #PASEN https://t.co/s6fZmgNsOQ
4944,shelli_resists,"Pennsylvania, USA",👀 at this super cool throwback 👚 featuring John’s famous mullet! 🤣 I remember the mullet era well. 😂 You can order your ⁦@JohnFetterman⁩ t-shirt here. Woohoo! I love ALL merch that benefits John’s campaign. #TeamFetterman #PASen #JohnFetterman  https://t.co/SHzdTje5Gs
4945,DavidABergstein,,"Deadline's deep dive on Oz's ties to Hollywood, including this incredible quote:  

Oz: “the glint of that star that Hollywood star, reflects the divine spark.”

https://t.co/m7cfcxbfqH #PASEN"
4946,RussOnPolitics,"New York, NY/Cruise Ship",@JohnFetterman John Fetterman does not even have to run TV campaign ads at this point. All this shitposting is having a big impact. And wait until he gets on the campaign trail again this month… #PAsen https://t.co/ipPHhmMajr
4947,PASenateWatch,Commonwealth of PA,"""McCormick will do his first event with Oz on Sept. 7 in Pittsburgh at a national security event."" 

#PASEN 
#PASenate

https://t.co/yl5ZkQtEDH"
4948,PASenateWatch,Commonwealth of PA,"""On Thursday, the Fetterman campaign released a statement trumpeting the findings by the nonpartisan https://t.co/uWlcDiiAhO and called on TV stations around Pennsylvania to stop running the ad.""  

#PASEN 
#PASenate"
4949,PASenateWatch,Commonwealth of PA,"""the Oz campaign insists the ad (deemed ""mostly false"" by PolitiFact) — paid for by the National Republican Senatorial Committee &amp; approved by the Oz campaign — is “100 percent factual” &amp; gave no indication it intended to pull the spot.""

#PASEN 
#PASenate
https://t.co/SMKAZGKlMQ"
4950,PASenateWatch,Commonwealth of PA,"""This is the calm before the storm, and perhaps the best chance voters will get to see the candidates’ unbridled pitches — before all the ads go up and before the country turns its attention to Pennsylvania after Labor Day...""

#PASEN 
#PASenate
https://t.co/JE9NsuadJ7"
4951,MonroePaDems,"Stroudsburg, PA","And there’s Pat Toomey 😡😡😡 Thankfully, @JohnFetterman will be taking his seat in the #USSenate. John will take on Big Pharma &amp; fight against these ridiculously high prices for lifesaving medication. #TeamFetterman #PASen #JohnFetterman #FettermanForSenate #Fetterman2022 https://t.co/pZsrunW7XP"
4952,MattZencey,West Chester PA,shocking to learn that a quack would have a financial self-interest in promoting quackery! #pasen Vote #johnfetterman! https://t.co/uoctH2qbuA
4953,Pretefunkera,"New Jersey, USA","2022 Senate races - Follow everyone below &amp; positively tweet on hashtags

Flip
@valdemings #FLSen
@TimRyan #OHSen
@JohnFetterman #PASen
@CheriBeasleyNC #NCSen
@TheOtherMandela #WISen 

Keep
@SenatorWarnock #GASen
@CaptMarkKelly #AZSen
@Maggie_Hassan #NHSen
@SenCortezMasto #NVSen"
4954,Pretefunkera,"New Jersey, USA","@wiscwoman @jilevin Flip
@valdemings #FLSen
@TimRyan #OHSen
@JohnFetterman #PASen
@CheriBeasleyNC #NCSen
@TheOtherMandela #WISen 

Keep
@SenatorWarnock #GASen
@CaptMarkKelly #AZSen
@Maggie_Hassan #NHSen
@SenCortezMasto #NVSen"
4955,rpyers,"West Hollywood, CA","Presented without comment.

#PASen Republican Dr. Oz launches his leadership PAC, dubbed 'Dose of Reality, Optimism and Zeal PA PAC (DR OZ PA PAC)'.

https://t.co/Z7aG0qlzxy https://t.co/Y6ZxoUIyBP"
4956,DrSaketDuggal,"Hallandale Beach, FL",Dr. Mehmet Oz claims Democratic opponent John Fetterman ‘was living off Daddy’s money until he was 46' | Fox News #pasen https://t.co/ykIdwpS7DU
4957,susaniniowa,"Floyd County, Iowa","Send @FrankenforIowa to the Senate with a few friends like @JohnFetterman and @TheOtherMandela, and they will kill the filibuster so we can get this list done. #IASen #PASen #WISen https://t.co/Fdc9lyNAr9"
4958,Pretefunkera,"New Jersey, USA","@MikeGrunwald @digby56 Flip
@valdemings #FLSen
@TimRyan #OHSen
@JohnFetterman #PASen

Keep
@SenatorWarnock #GASen
@CaptMarkKelly #AZSen
@Maggie_Hassan #NHSen
@SenCortezMasto #NVSen"
4959,PollProjectUSA,United States,"POLL: @Enviro_Voter/@Beacon_Research (D)

2022 #PASen General Election
(D) John Fetterman 50% (+11)
(R) Mehmet Oz 39%

609 LV | 7/5-7/20
LV Sample: D37/I15/R46

https://t.co/Cmy49ubN9L"
4960,Iloveperfumeso,The beach::Florida,#PAsen #Pennsylvania VOTE @DrOz https://t.co/MlmaaUTRCX
4961,lochnessir,Midwest,"@JustTonyforNow @business Certainly no one idolizes #QuackOz, lol. #PASen"
4962,Jacob_Walters39,"Starkville, MS","BREAKING NEWS:

The John Fetterman inflation plan has just been released. #PASen https://t.co/MXdFUxZwyc"
4963,polowczukk,"Pennsylvania, USA","Dr. Oz profits from high insulin prices. 

@JohnFetterman does not. 

A vote for Fetterman is more💲in your pocket. 

#PaSen #TeamFetterman 🖤🩳
https://t.co/b5cAEwI35n"
4964,ItsTanbirC,"Southeast Queens, NYC","Senator Toomey helped kill $35 insulin price capping. The New Jersey guy will too. @JohnFetterman won’t.

It’s quite simple. Bigger wallets and record profits for big corporations or a better quality of life for you. If you believe in the latter, Fetterman the better man. #PASen"
4965,tommygtopher,Behind Enemy Lines,@JohnFetterman Why is John Fetterman in hiding? Is he still living in his parent's basement and was the stroke worse that his handlers are disclosing? #PASen #PAPolitics
4966,cathyde,,@JoshShapiroPA @JohnFetterman PA VOTE BLUE! #PAGov #PASen #vote #voteblue https://t.co/VNEVLZZTMo
4967,polowczukk,"Pennsylvania, USA","Traffic finally got me a pic of these 
📍Lancaster County

#TeamFetterman 🖤🩳 
#TeamShapiro 💙👓
#PaSen #PaGov https://t.co/jVJkrhR5FO"
4968,MatHelman,"Malden, MA","Human-snake hybrid &amp; @NRSC Chair @SenRickScott recognizes his GOP Senate nominees like neo-Nazi @bgmasters, serial domestic violence perpetrator @HerschelWalker, and carpetbagging frauds @DrOz &amp; @JDVance1 are such dumpster fires, he'd never hire them.

#AZSen #GASen #PASen #OHSen https://t.co/xs3ixJiWL8"
4969,MonroePaDems,"Stroudsburg, PA","We applaud 👏 our Senate Dems for hanging tough &amp; sticking together to pass the IR Act. @SenBobCasey, John Fetterman will soon be joining you in fighting for our rights in DC! @JohnFetterman #TeamFetterman #PASen #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022"
4970,DamonMast,"Philadelphia, PA","@theliamnissan As a snake-oil salesman, Dr. Oz shouldn’t be a Senator anymore than he should be a doctor. His license to practice medicine should be revoked. #Pennsylvania better vote for John Fetterman #JohnFetterman #DrOz #PASen https://t.co/Ip2M8EiD49"
4971,PASenateWatch,Commonwealth of PA,"Pat Toomy weighs in on the Pennsylvania Senate race. 

#PASEN 
#PASenate https://t.co/6pvBl8ydjN"
4972,Matt4VA,"Glen Allen, VA","Current #Election2022 Sen predictions
#OHSen @TimRyan defeats @JDVance1
#PASen @JohnFetterman defeats @DrOz
#GASen @ReverendWarnock defeats @HerschelWalker
#AZSen @CaptMarkKelly defeats @bgmasters 
#FLSen @marcorubio defeats @valdemings
#NCSen @TedBuddNC defeats @CheriBeasleyNC"
4973,sntviera,"Pennsylvania, USA","@DrOz will serve ALL PENNSYLVANIANS from Washington, let's take him there!/ Llevémoslo a Washington para q nos represente a todos en #Pennsylvania! #PASen #Midterms2022 https://t.co/P3gLHPhbkR"
4974,MattZencey,West Chester PA,@JohnFetterman #pasen https://t.co/VGGkG9xkbT
4975,LindaBP68,"Frederick, MD","Pa Voters: Save yourselves! Save the country from becoming an authoritarian nightmare because well, fascists definitely won't be into ANY of us! #WakeUp #VoteBlue @JohnFetterman @giselefetterman #PASen 🖤💛 https://t.co/jvk3qX1oLs"
4976,raphowesme600,Estados Unidos,"Are we sure @JohnFetterman isn’t still a dependent on someone else’s taxes?

#PASEN #fetterman #DrOz @DrOz"
4977,Subliminal73,,#ParentsMatter #GrandParents #Parents #Women #SingleMoms #Men #Dads #SingleDads #Georgia #GAsen #GApol #Virginia #VApol #SWVA #NOVA #AZ #AZsen #CAsen #CAgov #MOsen #PAsen #OHsen #NYsen #NCgov #NVsen #OBX https://t.co/jWt21ASIOR
4978,Jacob_Walters39,"Starkville, MS",The one consistent trend in all of the #TeamFetterman posts is that John Fetterman is never actually to be seen. #PASen https://t.co/TH9MQSJ7NE
4979,Subliminal73,,#Pennsylvania Democrat switches parties after 34 years: #PAsen #PApol #PAgov #BidenGasHike = #Bidenflation + Higher #Food Cost &amp; the Dems Green New Deal Now Called #InflationReductionAct Will Make It Worse - #Urban #Suburbs #Rural #GenX #GenY #GenZ   https://t.co/xV3DuIRhQR
4980,Jacob_Walters39,"Starkville, MS","Horrible series of headlines for John Fetterman. One where he’s angry about his disastrous crime policies being highlighted, one about him living off his parent’s allowance as a grown man, and one about hiding from voters since May. #PASen https://t.co/ULupT0CUAa"
4981,Sultan4Oz,Tornado Alley,@AshtonJWillcox Life is never more fun than when you’re the underdog competing against the giants! #PaSen https://t.co/Rt5qCphtfI
4982,agc0022,"New York, USA","Wait is Fetterman literally a bougie socialist?

#PASen"
4983,MonroePaDems,"Stroudsburg, PA","🚨 THIS 🧵 IS A MUST READ! 🚨 Want to see just SOME of the awesomeness that John Fetterman has accomplished in PA? Keep reading…👇👇👇

@JohnFetterman #FettermanForSenate #PASen #EveryCountyEveryVote #FettermanIsTheBetterman #TeamFetterman #Fetterman2022 https://t.co/kVEtkzgGOv"
4984,irene_flores2,,@LauraAguilarad4 #pasen bonita tarde
4985,jaybrigitte,,"@DrOz Mehmet Oz, did you vote for Erdogan? #DrOz #PASen https://t.co/OdpiSPWtyn"
4986,CATargetAlt,"The Cloud, CA","NEW FEC F24
BLACKPAC
$135,930-&gt; #PASEN
https://t.co/YyrvbRTX0R https://t.co/fH1063LhGY"
4987,sntviera,"Pennsylvania, USA","#FactCheck:
@JohnFetterman has been off the campaign trail for 84 days
@DrOz has done more than 120 events across the state. 
#PASen https://t.co/0K7oQT4xqD"
4988,StarCoreOne02,Earth-Three 🇺🇸🇺🇸🇺🇸🇺🇸,John Fetterman is checked out of his own campaign. Will the cardboard cut-out debate Doctor Oz first? #PAsen https://t.co/BKGTFhHEb2
4989,MatHelman,"Malden, MA","OK, cool, if what insurrectionist @dougmastriano *prefers* is to spend his time, attention, legal resources, &amp; money on this court fight rather than on his quixotic, extremist #PAGov campaign, let him.

#papol #papolitics @January6thCmte @JoshShapiroPA #Pennsylvania #pasen https://t.co/0HO7fygTJP"
4990,drummike2012,"Boston, MA",Great thread about @JohnFetterman from @KylaInTheBurgh #PASen https://t.co/nKd59UYaTG
4991,MonroePaDems,"Stroudsburg, PA","This🧵 John Fetterman is and has always been a fierce supporter of #marriagequality &amp; #lgbtqia+ rights. 🏳️‍🌈🏳️‍⚧️ In DC, @JohnFetterman will continue to protect and defend your rights to love who you love &amp; be who you are! #loveislove #lovewins #TeamFetterman #PASen #Fetterman2022 https://t.co/f4jtfcaUtH"
4992,PASenateWatch,Commonwealth of PA,"Pennsylvania Treasurer Stacy Garrity, who backed Jeff Bartos during the primary, is now campaigning with Oz.

#PASEN 
#PASenate https://t.co/JO9p2QvvMa"
4993,PASenateWatch,Commonwealth of PA,"""Next week’s rally will be the first chance since the primary for journalists to see Fetterman in person and pose questions. He has not faced the media since May, aside from one interview with the Pittsburgh Post-Gazette.""

#PASEN 
#PASenate 

https://t.co/pe4TfJklDY"
4994,MonroePaDems,"Stroudsburg, PA",Congratulations to @JohnFetterman for 1 MILLION DONATIONS 🙌🎉 Woohoo! John’s campaign is funded💯 grassroots by US! We’re so happy for our next Senator. #JohnFetterman #TeamFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/rOFVgSIbTk
4995,sntviera,"Pennsylvania, USA",@DrOz vá al Senado Federal a Representarnos a TODOS los Ciudadanos de #Pennsylvania #PASen #LlevémosloAWashington ! https://t.co/Tt08VYd8gg
4996,agc0022,"New York, USA","@RPP_TheReal @JohnFetterman 
#PASen"
4997,OdieMoats,"Cleveland, OH","Are you f*cking kidding me?? Saw an @DrOz statement that I was sure was fake. But no! I don’t know details of Fetterman’s health or stroke, but why the prepubescent treatment? Count this as a Dem pickup. Dr. Oz ain’t worth it! #PASen https://t.co/Uh0FyVLrgu"
4998,DrSaketDuggal,"Hallandale Beach, FL",#pasen  https://t.co/oiaOUenRfx
4999,NoahPanchure,NYC/VA/PA,Mehmet Oz speaks with Luzerne County veterans #PAsen  https://t.co/pB3dCh7ukz
5000,polowczukk,"Pennsylvania, USA","How did Donald Trump transplant his brain into Oz’s campaign manager 🤔
#PaSen https://t.co/ZAMcBaqxII"
5001,OnTaskDemocrat,"Pennsylvania, USA","Now this is getting properly unhinged

""You better get it up!""
#PASen #DrOz https://t.co/LmJXSQ9IyG https://t.co/rR3cQbSMc0"
5002,AmPowerBlog,"Orange County, California",🤨 #JohnFetterman #MehmetOz #PAsen #Election2022 https://t.co/8PxNMNkCFB
5003,BruceBourgoine,Maine,"Now, now @DrOz gas prices have been actually falling for seven straight weeks. But we know that since you can't by law pump your own gas in NEW JERSEY, ya might've missed it.

#resist #VoteBlue2022 #PASen #FettermanIsTheBetterman https://t.co/9WzZk7aeO9"
5004,BruceBourgoine,Maine,"Cruising across the Jersey state line...

#resist #VoteBlue2022 #PASen #FettermanForSenate https://t.co/ckh7TNxVTf"
5005,EricMGarcia,"Washington, DC",This reads like Oz tried learning how to speak Trump on Duolingo just two weeks ago #PASen https://t.co/HQSioDg7Qz
5006,PA_Capitol_Boy,"Harrisburg, PA","Aside from taking Fetterman's stance on sentencing reform out of context, as well as neglecting to mention that he has stated -to much leftist irritation- that he doesn't support a ban on fracking, Oz's team is just punching down at someone who nearly died of a stroke. #PASen https://t.co/aCaytXQGG6"
5007,shelli_resists,"Pennsylvania, USA",John Fetterman has always been a champion for marriage equality &amp; lgbtqia+ rights.🏳️‍🌈🏳️‍⚧️🙌 He’ll continue to fight for the lgbtqia+ community as our next Senator. @JohnFetterman #TeamFetterman 🩳🖤💛 #PASen https://t.co/Xu615ycXIu
5008,hewittdylan,"South Glens Falls, NY","More from us at @KeepFamsAfloat: 

We’re live in #GASen, #NVSen, #OHSen, and #PASen because voters noticed when the #ChildTaxCredit ended and they notice who is fighting to bring it back. 

(Spoiler alert: it's not the Republicans.)

Watch them all here: https://t.co/jdTobJE06K"
5009,JordanTracyTV,"Altoona, PA",Back on the trail: @JohnFetterman campaign announces rally in Erie next Friday #PASen https://t.co/BDiskzhOEk
5010,NoahPanchure,NYC/VA/PA,.@DrOz cares about veterans and will fight for them in the U.S. Senate. #PAsen https://t.co/l7TEmIR6Hr
5011,NoahPanchure,NYC/VA/PA,".@DrOz hosting a “Fighting For Our Heroes” Veterans Roundtable in Duryea, PA with @GarrityForPA #PAsen https://t.co/Ks5eZjXUpg"
5012,LifeOfMarie267,NJ (heart)/BucksCo PA (Body),"Well, he does have a point. #PASen #TeamFetterman #TheLighthouse https://t.co/EFPcxJ2Gdy"
5013,PollProjectUSA,United States,"POLL: PEM Management Corp/John Bolton Super PAC (R)

2022 #PASen General Election
(D) John Fetterman 44% (+6)
(R) Mehmet Oz 38%

300 LV | 7/22-7/24

https://t.co/mvJRZAISow"
5014,Jamie_Burkart,"Bucks County, Pennsylvania",This is good news (and about time) #PASen https://t.co/QoOwQ9kvzR
5015,CATargetAlt,"The Cloud, CA","NEW FEC F24
AMERICAN LEADERSHIP ACTION
$786,148-&gt; #PASEN
https://t.co/LvAG9E0s0B https://t.co/4VEir1jFXw"
5016,CATargetAlt,"The Cloud, CA","NEW FEC F24
PLANNED PARENTHOOD VOTES
$816,441-&gt; #PASEN
https://t.co/tQBoVpfHmG https://t.co/TY4UsbrnG9"
5017,PoliticsPA,"Harrisburg, PA","Planned Parenthood Votes @ppact just dropped over $816,000 for digital advertising in opposition of @DrOz #PASenate #PASen 

https://t.co/jJk7MyiPpC"
5018,ChrisPack716,,Will @JohnFetterman's Mommy and Daddy give him gas money? Or does he have to pay for that out of his allowance? #PASEN https://t.co/SRThBZGv5u
5019,shelli_resists,"Pennsylvania, USA","Congratulations, John! What a gorgeous family! 🥰❤️ Woohoo! 🎉 @JohnFetterman #TeamFetterman #JohnFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #Fetterman2022 #FettermanIsTheBetterman https://t.co/99PQ9ZgPny"
5020,PathosPrime,"Turtle Creek, PA",#TeamFetterman #JohnFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/Ijldwasxir
5021,jjabbott,PA,"That’s… wild. Truly impressive, especially compared to his opponent. #PASEN https://t.co/twbnJJn1gv https://t.co/Lu7jPrzDFC"
5022,1MoreSchmuck,,"@KurtSchlichter @hughhewitt Imagine having to try to sell @DrOz to Pennsylvanians. 

I mean, not only is the guy a charlatan selling miracle weight-loss pills, but he also lives in New Jersey.

#PASen"
5023,DashaBurns,"New York, NY","NEWS: #PASEN candidate @FettermanLt will hold a rally in Erie, PA on August 12. 

It's his first rally since suffering a stroke just before the primary. https://t.co/x5rV7cEhFt"
5024,jgcOCANADA,,"@TuesdaysToomey I donated to @JohnFetterman campaign, and am sending all the anti-Oz tips to @KylaInTheBurgh and #NoOzHere 

And I am registered to vote, and can't wait to vote my absentee ballot in November for #Fetterman #PAsen!"
5025,hsherman,,"I'm volunteering for @JohnFetterman for U.S. Senate in PA. In this installment of “Postcards From PA,” Dr. Oz talks law enforcement. Fetterman has actually fought crime. #PASenate #PASen #TeamFetterman #LawEnforcement https://t.co/3hgDGHJAet"
5026,HenryJGomez,Cleveland ,"At essentially the same time Oz was launching a website around his attacks on Fetterman for not campaigning while recovering from a stroke, Fetterman was announcing his return to the campaign trail — an event next week in Erie. #PASen https://t.co/Sq4mQ7XfER"
5027,MatthewFoldi,Maryland,https://t.co/yjjeqNalHi #pasen 👀
5028,thefactualprep,"Boston, MA",maybe fetterman will be asked why he lied about his wealthy parents bankrolling him into his 40s instead of getting a real job? #PASen https://t.co/FbZ0RNftkP
5029,PoliticsPA,"Harrisburg, PA",INBOX: @JohnFetterman will return to public campaigning next Friday in Erie. #PASenate #PASen https://t.co/4SrfcNAvkY
5030,jackpandol,"Alexandria, VA","REMINDER: In May, the Fetterman campaign called his stroke “a little hiccup” and claimed he’d be back campaigning “in no time.”

Pennsylvanians haven’t seen @JohnFetterman for months as he’s lied and obfuscated: https://t.co/6fOHgsKxHR #pasen https://t.co/cIjZiD9rGt https://t.co/F6MTW7oQtl"
5031,bostella,"Harrisburg, PA","I don’t know why everyone is slamming you, Mehmet. I’m sure your driver hasn’t submitted his July expense reports yet that show prices have come down.  Maybe ask him next time you are driving over the Ben Franklin Bridge. 

#PASen #FettermanForSenate https://t.co/7oOMTH9PA6"
5032,PathosPrime,"Turtle Creek, PA",#TeamFetterman #JohnFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/fq0wWJcKBP
5033,PathosPrime,"Turtle Creek, PA",#TeamFetterman #JohnFetterman #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/03vEwrj5BH
5034,OnTaskDemocrat,"Pennsylvania, USA","1. If they ask them to pull down the ad it's because it's effective

2. TV stations almost never do

3. Much, much worse is to come
#PASen https://t.co/hXhjX7jrv8"
5035,sarahayerger,,"It's a good day for #TeamFetterman.

@JohnFetterman #SocialMediaSquad #PASen #TeamFetterman #EveryCountyEveryVote @PodSaveAmerica #FriendOfThePod

https://t.co/ZkPAtuAwSG"
5036,sarahayerger,,"When @danpfeiffer, the responsible, ever-expounding dad, and 50% of the #NotGreatDan phrase, and @BarackObama's Comms Dir writes a glowing newsletter about @JohnFetterman, the fun, tell it like it is, #MathIsMath dad, and #PASen candidate AND @giselefetterman's husband: https://t.co/aU70LfoUu3"
5037,jgcOCANADA,,"Why @JohnFetterman is So Good😃 at Messaging, by @danpfeiffer 

#PApoli #PAsen 
#NoOzHERE in #Pennsylvania
https://t.co/Fi6iDJjzp4"
5038,MattStehman,"Royersford, PA","Happy Friday, @DrOz! #PaSen https://t.co/1rfWUiPc2X"
5039,shelli_resists,"Pennsylvania, USA","John will be that 5️⃣1️⃣st vote to increase our Democratic majority in the US Senate, protect &amp; defend our rights, and represent our best interests in DC. @JohnFetterman #TeamFetterman #PASen #JohnFetterman #EveryCountyEveryVote #FettermanForSenate #Fetterman2022 https://t.co/aezIfeVnnc"
5040,TurnTNBlue,"Tennessee, USA","@DrOz @POTUS He IS doing something about it. Just because he doesn’t have the cameras on 24/7 like a bad reality TV show, doesn’t mean he isn’t working. Open your eyes.

And while you’re at it, you might want to drop out of this #PASen race, because you’re damn sure not a Pennsylvanian."
5041,DoctorMoonfish,The Moon,@theliamnissan @MalcolmNance What Pennsylvanian doesn’t sit on 18th Century furniture and embrace their cat upon its return from the stylist? #PASen #Midterms2022
5042,nategold23,"New York, USA","New: @FoxNews Pennsylvania Polls:

#PAGov
Shapiro (D) 50%
Mastriano (R) 40%

#PASen
Fetterman (D) 47%
Oz (R) 36%

#BlueWave2022"
5043,BDOH,"Washington, DC","You know what’s even WEIRDER? You, @JohnFetterman, sponging off your parents for 40yrs. #PASen #DrOz #JohnFetterman 
https://t.co/IteFaXtDDU https://t.co/HRyZZydjj0 https://t.co/YIYwp8G0H3"
5044,TheKerryOMalley,"Los Angeles, CA","Thank you, @BillyRay5229 for a wonderful event with @JohnFetterman and @giselefetterman   We are #TeamFetterman all the way!! Go, John, go!! #PASen"
5045,jaybrigitte,,@DrOz Mehmet Oz is a National Security Threat to the US. #PASen https://t.co/AJeYt8LoJh
5046,RuralOrganizing,Rural America,"Democratic Senate nominee @JohnFetterman is closing rural margins by conducting a counter-programming as they campaign in states that have become less friendly ground for Democrats in recent years. #PASen 

https://t.co/AKHb85Pfzo"
5047,MariaCadeTV,"State College, PA",U.S. Senate candidate @DrOz made two stops in Blair County this morning. Check out my coverage for @WTAJnews here: https://t.co/QnhkQ1QCHg #PaSen
5048,BrnEyeSuss,Las Vegas,"#pasen 
https://t.co/pzHDeudChu"
5049,BrnEyeSuss,Las Vegas,Remember when Dr Oz was pulled into a congressional hearing about Dr Oz's snake oil he was hawking? A miracle Diet Pill.  #PASen
5050,MonroePaDems,"Stroudsburg, PA",Social Security &amp; Medicare are absolutely CRITICAL for Seniors and the disabled. @JohnFetterman will always protect these essential programs. #TeamFetterman #JohnFetterman #PASen #FettermanForSenate #FettermanIsTheBetterman #Fetterman2022 https://t.co/lJJumosZj4
5051,jjabbott,PA,"I’m skeptical “Fetterman grew up well-off but now fights for working people” is a great attack.

Oz also grew up rich then spent his TV career conning working people, and now is an out-of-touch millionaire from NJ trying to buy a Senate seat in PA to help his rich friends. #PASEN"
5052,sntviera,"Pennsylvania, USA",Back to Serving ALL PENNSYLVANIANS #PASen @DrOz https://t.co/eviHDcZ0gt
5053,PASenateWatch,Commonwealth of PA,"Will monkeypox become a campaign issue in the Pennsylvania Senate race? 

#PASEN 
#PASenate https://t.co/a1FI8xEQds"
5054,PASenateWatch,Commonwealth of PA,"#ThursdayThoughts from Stephen Miller.

#PASEN 
#PASenate https://t.co/nV3cbTGj83"
5055,tommygtopher,Behind Enemy Lines,"@carolynsudduth1 @JohnFetterman John Fetterman lived with his parents into his 40's, has never held a real job and is hiding from the public because he stroked out. He's going down. #PASen #PaPolitics"
5056,PASenateWatch,Commonwealth of PA,"Bucks County Sheriff Fred Harran, a Republican, signed onto a letter last week with 12 other GOP PA sheriff’s asking Lt. Gov. John Fetterman, the Dem running for U.S. Senate, about his policies that would impact law enforcement.

#PASEN 
#PASenate 
https://t.co/BVEjtq9ZjT"
5057,MatHelman,"Malden, MA","""crude, offensive caricature... deeply weird, odd, and strange""
  - spray-on hair icon, white supremacist, and prolific kidnapper @StephenM 

Related question for @DrOz:
#DrOz, would you like to have Stephen Miller campaign with you in #Pennsylvania for #PASen?

#PaPolitics https://t.co/NvjiQZe24R https://t.co/wadtT2LFa0"
5058,tommygtopher,Behind Enemy Lines,@JohnFetterman Why is John Fetterman hiding out? Was the stroke worse than advertised? #PaPolitics #PASen
5059,CATargetAlt,"The Cloud, CA","NEW FEC F5

$188,093 -&gt; #GASEN #PASEN #OHSEN #NVSEN
https://t.co/32CgUog1fV https://t.co/d42fsGH7l3"
5060,TheJack91,"Philadelphia, PA","Find the reporting here: https://t.co/UDSfoYmtHf #PASEN 

""He’s had a pattern of making sexual, highly uncomfortable comments to or about women""
""Oz took a question from a female attendee—but not before telling her, “I’ve been watching your pretty smile the whole time.”"
5061,TheJack91,"Philadelphia, PA","In response to new reporting around Oz's history of ""creepy"" behavior towards women, @amandaforpa, @Muth4PA, and @carolyncomitta have issued a joint statement: https://t.co/foEqlz292J #PASEN https://t.co/jvx1BWvnmU"
5062,jimebacker,,"Our house will be voting for official #Pennsylvania resident
#FettermanIsTheBetterman for #PASen https://t.co/MF5rafT9sf"
5063,AFPPennsylvania,Pennsylvania,"#PASen endorsements: @senbartolotta, @wgregrothman, @RepMizgorski, @SenLisaBaker, &amp; @SenatorKristin"
5064,CMDR_Paylor,United States,"Mehmet the mean spirited meme maker.

Give this carpet bagging cretin the boot and vote for @JohnFetterman
#PASen https://t.co/1m5AhWdviA"
5065,AbsterYinYang,"California, USA",#Vote John Fetterman cuz he’s the better man #PAsen  https://t.co/mtLc7GJ9eb
5066,AmericaRising,,"Just went through #PASen research.

Here’s what we learned about what took @JohnFetterman from small-town mayor to candidate for U.S. Senate:

🚿 4:30a cold showers

🧘🏻‍♂️ Morning yoga

📓 Journal

🩳 Same outfit, every day

💰 Lived off his parents until he was nearly 50"
5067,BrnEyeSuss,Las Vegas,"Enquiring minds would like to know, Does Oz even know how to spell Pennsylvania?  #PAsen"
5068,Burgwinkle,,"Oz hearing whispers in hipster coffee shops! 

Good for him for, you know, actually being in Pennsylvania. #PASen https://t.co/WyVCqgOZE6"
5069,ClareTerice,,"@georginis_john Comrade #BernieSanders is so proud of him.  Now, do some digging on GreenCardGisele.  #PASen #PASenate #N0Fetterman #JohnFettermanLoser"
5070,RussOnPolitics,"New York, NY/Cruise Ship","In the #PAsen Democratic primary, John Fetterman won 60 percent of the vote in the county where Pittsburgh is. https://t.co/AoWGoH385I"
5071,NoahPanchure,NYC/VA/PA,#PAsen https://t.co/8lRRLI5ADa
